,Content
1068,Nvm sorry <@578643557351555113> it appears that fassito sadly <:pepecry:979070412124213279>
1069,chatgpt would have written a better text
1070,at this point i hope he becomes the first in his promo so that he gets to choose lposte
1071,Real
1072,He is gonna kill himself
1073,He will be like ok only for men tho
1074,"جدك بصح حرفيا راه صاري Mercato في ال pole
الرحمة يا تاع الفوت غير جوار لي يتحرك من ايكيب لايكيب
الحالة هنا راه الف تروح والف تترحل"
1075,Chatgpt yqolo inappropriate content
1076,equipe l equipe xD
1077,هاذي قالتلهم ارقدو
1078,اكدولي على التشكيل I hope its an appp or whatever
1079,من اقامة لاقامة
1080,Nere9do khir tbanli
1081,علابالكم شكون اللي شاف الستاتي و قالي عليه
1082,ماما
1083,oh
1084,ستر ربي تولهتلو دقايق بعد ما طلقو
1085,Bs7 mafhemtsh howa sayi bedel medcine 3leh jey yeshki
1086,Ahah
1087,😱😱😱
1088,Bch ydir memorable outro
1089,Ghadtou waqil 😭
1090,"it's called ""douda"""
1091,No fr cuz if this gets to a legal level he's rly done for it
1092,HE JUST WANTED TO HELP YOU KNOW?😔
1093,Eeeh literally Hab nerfe3 3lih qadiya 😭
1094,he's just a guuurl
1095,At least nerbeh chouya Drahem
1096,THE COMMITMENT 😭
1097,Something that makes people remember you even when u r not there ...
1098,He's more committed to that writing than I am to life
1099,يداوي القطوطا و الكلاب مع دحمان
1100,Tfekert الرصاصة الفضية 😭😔
1101,"yeh 
you help by exposing ppl 
ppl may ve never heard of such stories 
now thanks to him ghdwa nl9awha f university_dz"
1102,Nerb7ou fiha drahem ? Sh7el
1103,Ah ya rebi
1104,Depends how much you ask ta3widat 🤣
1105,We are done for
1106,Haya haya
1107,Same 😂
1108,He has traumatized me alot and I was going to sleep tsema let me check flight prices w n9olek ch7al nes7a9 ta3wid 😔
1109,idk ida syd mn nyto wla 7ab yfda7 lghachi ki rah ray7 wela 7mar ?
1110,Yakho ana w masm3tch b wach 9rit hadawin mn 3ndo 🥲
1111,Rani m3ak l3arbi
1112,🚶‍♀️
1113,😃😃
1114,Nebki w ndoukh fel me7kama g3
1115,https://tenor.com/view/dammmmmmm-son-he-need-some-milk-gif-23611493
1116,7mar
1117,راكي تهيني في الحمار اختاه
1118,He's a hero wannabe
1119,Mazal masma3 beli n7eb ntel mn ur window becuz I think it's strategic 😂😂😂😂
1120,Im imagining a Jonny depp vs amber heard court scene 😭
1121,Khlif ay chkat b elon musk qalek ha twedli meyonira 😂
1122,"first chatgpt try, didn't even try hard:

بكل تأكيد، إليك نموذج طلب رسمي يمكنك استخدامه لتقديم طلب فصل الذكور عن الإناث في الإقامات الجامعية الخاصة بالقطب الجامعي لسيدي عبد الله:

---

**[اسمك الكامل]**  
**[وظيفتك، إن وجدت]**  
**[عنوانك الكامل]**  
**[رقم الهاتف]**  
**[البريد الإلكتروني]**

**إلى السيد/مدير مديرية الخدمات الجامعية**  
**المديرية العامة للقطب الجامعي لسيدي عبد الله**  
**الجزائر الغربية**

**الموضوع: طلب فصل الذكور عن الإناث في الإقامات الجامعية**

**السلام عليكم ورحمة الله وبركاته،**

أود بدايةً أن أعرب عن تقديري للجهود المبذولة من قبلكم في توفير بيئة تعليمية ملائمة وداعمة للطلاب في القطب الجامعي لسيدي عبد الله. وإيماناً منا بأهمية توفير بيئة سكنية مناسبة ومريحة للطلاب، أود تقديم طلبنا هذا للفصل بين الطلاب الذكور والإناث في الإقامات الجامعية الخاصة بالقطب.

**نحن نرى أن فصل الإقامات بين الذكور والإناث سيساهم بشكل إيجابي في توفير بيئة أكثر أماناً وتنظيماً، ويساعد في تفادي أي مشكلات قد تنشأ نتيجة للاختلاط.**

**لذا، نلتمس من سيادتكم النظر في هذا الطلب والعمل على تحقيقه بما يضمن مصلحة جميع الطلاب ويسهم في تحسين جودة الحياة الطلابية في القطب الجامعي لسيدي عبد الله.**

نشكركم مقدماً على تفهمكم وتعاونكم، ونتطلع إلى ردكم الإيجابي في أقرب وقت ممكن.

**وتفضلوا بقبول فائق الاحترام،**

**[اسمك الكامل]**

---

تأكد من تعديل التفاصيل بما يتناسب مع حالتك الشخصية وتضمين أي معلومات إضافية قد تكون ضرورية."
1123,He went from zero to hero
1124,Artificial intelligence VS natural stupidity
1125,مهوش مشكل😔
1126,ختي كيفاه تعايرني 🤣🤣🤣
1127,Chatgpt the real hero
1128,
1129,This is a work of art
1130,What about the room GV847? xDD
1131,
1132,"wadhifatok?
de99a fl 9alb khoya chatGPT"
1133,😔
1134,واش كانت تفعل :  تقلي بطاطا ب ريزيستونس 🤡
1135,يا لا الهول
1136,يا لا العار 😱
1137,ا تقلي البطاطا و لا تذوقنا
1138,و نحن جوعى
1139,يا أختاه
1140,ارحمينا 😭
1141,والعياذ بالله
1142,T-T
1143,
1144,
1145,It’s giving this 😭
1146,انا لي قريتها من اليسار لليمين 🤣
1147,
1148,هدر نيابة على العباد لي مهدروش أصلا
1149,"drk n9olo zid eshki y9arouna bl3arabia, 
english has made students y9raw arabic feom left ot right و العياذ بالله"
1150,Sad truth wlh
1151,Alalalaaaa chawa hada ayahviv ??
1152,Ik i'm always late lol
1153,Bs7 Alalalaaaaaa
1154,Dok tefehmi plasti f cousina 🤣
1155,Larbi now I understood ur note 😭
1156,Sah 😭🤌
1157,Our* place yakho 😭🤌
1158,Deja I'm being femme de ménage here 3nd my brother z3ma and I like it ngl 🥲🤌
1159,كي العادة كي مانكونش انا يكون كاين الجديد
1160,Ratit
1161,Wine rani
1162,Eeh machi hna samah
1163,رحيم في الاصل وش كان حاب يقول:
1164,هادي نتا بغيت ترسلها و مالقيتش الفرصة لصقتها في عبدالرحيم
1165,hadi ga3 bsbabek nta
1166,ما تخافش يا الشلفاوي رانا معاك
1167,آخر خرجات حبيبنا  قالك اللي ماشي لابسة جلباب مدابيها ما تخرجش مشومبرا🗣
1168,اصبري نروح نقولها لماما باه تخليني نلبسه 🏃
1169,he sent it as message vocal to a female btw yadra kifah 9der ydirha 😱
1170,Hedek li kteb w posta f groupe it's Ali te3 moussala
1171,Houwa li ydel f C4-31
1172,💀💀
1173,قلب الطاولة
1174,طاح من عيني سقوط حر 💀
1175,هذا باينة عليلو لي كتبها (اذا راني غالط صححولي)
1176,جبتها يا الشلفاوي ياه
1177,ana ki cheft ghir post 3reft bli hwa
1178,باينة، شكون من غيرو فارغ شغل باه يكتب بوست بالتشكيل
1179,كشايف على المباشر سيداتي سادتي
1180,hadi jaya mn jihet maalma 4 wla men jihetna?
1181,عجبتني الحجة 😭😂😂😂
1182,صحيتو صحيتو
1183,Golo khoya same7na m3lich nekhrjo 3la wjh TD?
1184,Bsh he went out of the school why does he insist on ydekhel roheh
1185,la nti rey7i f chambertek khir
1186,Medkor ye9belha justification za3ma?
1187,Ok 🥲
1188,ميساج فوكال فيما يرضي الله
1189,"Sah kayna
Ki ktbo fhadak l post blli howa hder llmajlis ta3 ki gabdo hadok li golna 
Ali li hder hadak l majlis"
1190,"Inside 3endna, tol 3la l'3lam"
1191,ستيل خطبة الجمعة
1192,Kifah hadi may9blch hab yweli mn nass li rah yhder 3lihm siyyed 😔
1193,Jab m3ah chhod makanch we7do
1194,kan ygolha اختاااه احزرييي
1195,la 7assbalou yzidoulou text t3ou f sa7i7 elboukhari
1196,خاوتي لي يقدر يبعثلي كامل البوستس لي فيهم هذي الهدرة راني باغي نفهم مليح (بما فيهم التصاور لي محيتوهم بسك مافهمتس علامن كنتو تهدرو)
1197,بالعربية راني باغي نقرعج
1198,Why would the administration not take decisions bla ma ydekhlou random students
1199,ضعيف ابو عميمر*
1200,السيد طارق مدكور يشجع على الفسق في خطة لتشتيت تركيز الطلبة 😱
1201,
1202,غاملة بصح تصلح 😭
1203,Khawti khllouh wahed ay3amerlo l9ar3a
1204,Ani dayra screen shots 🤣🤣🤣
1205,ابعثي يرحم باباك
1206,إذا لقيت ارسللي معاك
1207,Neb3atelkom g3 aya 🤣🤣
1208,علاه 😂😂
1209,روحي برك 😂
1210,Kach ma nhar daro decision ba3d ma ygololna?
1211,باع ؟
1212,🐑
1213,لالا شرا
1214,😭😭😭😭
1215,شاهد يونس يتحول لكبش لأنه .... ( كملوها راحلي الإبداع )
1216,"خاوتي راني باغي نفهم حاجة،
هدر باسم طلبة الپول بصح واحد فينا ما سمع"
1217,مريقلة
1218,Sem3 li ysm3olo 💀
1219,fi rassou howa sa7 w 7na ta9lid
1220,هادا الوريث تع مدكور، يقولك الpole. تاعي
1221,Bro said we
1222,Who tf is we
1223,هو و نفسه و روحه
1224,"Binatna 








Hadi kayna mnha xD"
1225,واقيلا نحن تع التعظيم مشي تع الجماعة
1226,الثقة الزائدة 😭
1227,نحن جلالة السلطان سليمان المعظم 🤣😭😭😭😭😭😭😭😭😭😭😭😭
1228,بصح ماقاسهاش، عندي سمانتين ولا ملي ام سقساتني على الاقامة علاجال بنتها وقلتلها مختلطة بصح واحد مايقرب، ضرك تبدا تشوفني كذاب كون تشوف البوست
1229,و. أنا من الساع نطفي و نشعل الويفي حاسبة راك راسل تصويرة و مابغاتش تخرجلي 😭
1230,Besa7 the question is
1231,Howa he's leaving
1232,Tsema lah 7emaha
1233,ما تخافش مراحش تزيد تتلاقا بيها
1234,He wanted ywessekh so m3a ta3 nass berk
1235,نذكروه بمجهوداتو الجبارة في الفتوحات الإسلامية لسيدي عبد الله و لا كفاه؟؟
1236,Bgha ydir صدقة جارية
1237,جماعة قالك رح يبعث المسودة لتاع التنظيم الطلابي
1238,مشي علاجال كيفاه تشوفني برك
1239,
1240,السيد هبل صاي
1241,👁️👄👁️
1242,He's the savior za3ma ani safiteha w  khalitehalkm amana
1243,Rebbi yehdih
1244,هذيك قاع مسودة برك؟
1245,ياودي ماتزيدش تشوفك
1246,"""جارية"""
1247,Lala lazem wahed yechki bih
1248,Cuz amthalou ma yetrebbawch 😭
1249,9ritha yedih 😭
1250,Lazem wahed yemahto b darb machi yechki bih
1251,"Yakhah.....
WE NEED THE FINAL DRAFT"
1252,احسن
1253,بردو احسن
1254,كيفاه مسودة و هو مبوستيها ؟
1255,تالمون جارية سبقتنا ما سمعناش بيها
1256,Khawti qalek hawzouk m ta3 l math that’s why
1257,Lprblm hadok ta3 lmonadama homa li baghyin yraj3o ta3 bouzari3a ll pole
1258,HE WANTED REVENGE 😭
1259,W HNA ROHNA GHLAT 😭
1260,"""فهمتي ولا نعاود"" 😭😭😭(this isn't with me btw)"
1261,ضحايا الإرهاب
1262,On a serious note bro can be accused of tatarof
1263,مين يماك تدابز خالتك و تروح نتا فالجرة
1264,Hasbiya allah wa ni3ma lwakil fih
1265,Bro 9arra remita f stat jaya tna9chi fih nti
1266,9alek le 11 septembre yji ali lel pôle
1267,ياقيله غير يرسللها فوكال و يقوللها ديري كيتمان 🙂
1268,لا كولها خير
1269,😭😭😭😭
1270,Maqritch bien 😂
1271,rip library
1272,كيفاه
1273,Bl private jet li 3tahalo tebboun
1274,يحرق les pneus
1275,Rip that building ta3 l idara
1276,LES PNEUS ??? NE7ER9OHOM?? WHEEEEREEE
1277,حتى الهنودا هزو قشهم، وش يحرق 😂
1278,Sad... anyways
1279,يحرق لبنات 😭
1280,كي العادة مزالك تقارعي تحرقيهم 😂
1281,اللي يلقاها بلا نقاب يحرقها 😭
1282,مازلت نستنا لي كابتير
1283,"BLOODY WITCHS 
😂"
1284,1000da neb3atlek ga3 chat
1285,مدلي 1000 نستنتجو وحدي😂
1286,مكانش سومة حباب ؟
1287,L'acide is overrated
1288,المهم جماعة مكانش اللي عنده كونطر خطة ؟
1289,Kheles yla79ok lih lih
1290,Qoltelkoum khawti
1291,Meme t7eb document g3 li daro esiyed kayen
1292,رفع دعوة
1293,3endou bezzaf points 😭
1294,yjib wahed 4 years minimum
1295,omg
1296,
1297,الله يزوجك بوبا
1298,Make it 7 I'll faint in court
1299,"الصلب تحت اشعة الشمس الحارقة 
و هذاك هو l pole راه خاصو كاميرات مدامو الله يبارك داير احائصيات و كلش"
1300,don’t right French in Arabic 😭
1301,Omg
1302,Yeah mesbeh ani neghlet f le pole
1303,Same I was like wesh ay tehki 🤣😭
1304,🤡🤡
1305,3endhoum groupe ta3 salfiya 😱
1306,Rohna fiha
1307,
1308,أجمعين آميييين
1309,رانا في قروب سلفية؟؟؟ العالمية ياه
1310,Yakhah
1311,Only left it hh
1312,
1313,<@875482444818681897> dirlo timeout
1314,ياودي خليها في داركم و ديرلها النقاب مالا، علاه قاع هاد الشي حاسب روحه في kdrama
1315,Slay rahim 😭😭😭
1316,Y’a rebbi dhekt
1317,samah what re you doing there XD
1318,ye9bel y9ariha prof rajel? ye9bel te9ra m3a wlad f class w amphi?
1319,وصلتني ياخني مارانيش تم ماتخميش 😭
1320,9 hadok chi3a
1321,She's welcome to choose another residence n if by then l 7ala tferzt tji 3la ro7ha what's up with his thought process
1322,mm bara tani
1323,Y’a rebbi
1324,Who he thinks
1325,ديجا يقبل تعيش في كرة أرضية فيها الرجال ؟
